Route,ActiveMonths,TotalFlights,AvgFlightsPerMonth,StdFlightsPerMonth,CoeffVarFlights,PeakMonth,PeakFlights,TroughMonth,TroughFlights,PeakMinusTrough,PeakToTroughRatio,SeasonalityIndex,AvgMonthlyTOW_kg,PeakMonthAvgTOW_kg,TroughMonthAvgTOW_kg,PeakMonthTotalTOW_kg,TroughMonthTotalTOW_kg,VolatilityScore
CNF -> MAO,18,389,21.61111111111111,8.60322219280459,0.3980925436259194,2024-09-01,29,2024-06-01,1,28,29.0,0.28820337046558125,71729.01223830646,71352.1724137931,72594.0,2069213,72594,12.567734274672173
FOR -> CNF,23,748,32.52173913043478,9.721645795616364,0.29892761136253526,2025-01-01,53,2025-11-01,13,40,4.076923076923077,0.2412229714019995,67111.15728955083,68720.32075471699,69577.92307692308,3642177,904513,12.51328344437375
CNF -> FOR,23,706,30.695652173913043,9.616266936397952,0.31327781804129307,2025-01-01,51,2025-11-01,14,37,3.642857142857143,0.2559428501046927,67312.4803753619,70308.86274509804,68187.35714285714,3585752,954623,12.502664431237102
CPV -> CNF,23,368,16.0,7.046429870015275,0.4404018668759547,2024-09-01,27,2024-01-01,4,23,6.75,0.3804347826086956,55909.879312763944,52556.51851851852,66499.5,1419026,265998,12.484153138914635
BRA -> CNF,23,621,27.0,8.692825627568078,0.32195650472474363,2024-06-01,44,2025-11-01,8,36,5.5,0.2286634460547504,21226.669473683934,21392.204545454544,21469.0,941257,171752,12.426761444171847
RVD -> VCP,15,385,25.666666666666668,8.291896981725928,0.3230609213659453,2024-04-01,46,2025-03-01,5,41,9.2,0.20432900432900425,20420.048156597026,20183.652173913044,19282.8,928448,96414,12.32024051170283
VCP -> MAO,23,1723,74.91304347826087,14.273456799181817,0.190533665920593,2024-05-01,101,2025-11-01,26,75,3.8846153846153846,0.12637210123899165,73177.43542120907,67842.36633663367,75252.15384615384,6852079,1956556,12.296985337343699
BEL -> CNF,23,1325,57.608695652173914,13.252527668449689,0.23004387650893798,2025-05-01,76,2025-11-01,22,54,3.4545454545454546,0.18972928630024607,67263.95712970044,66134.30263157895,67926.90909090909,5026207,1494392,12.154350231889076
PET -> VCP,16,127,7.9375,4.6833314798335595,0.5900260132073776,2024-09-01,19,2025-08-01,1,18,19.0,0.47933070866141736,44898.857854220885,45913.84210526316,45988.0,872363,45988,12.14593389040106
VCP -> RAO,23,2412,104.8695652173913,17.90143144100636,0.1707018752666444,2024-07-01,130,2025-11-01,48,82,2.7083333333333335,0.12661331026029274,22025.580791491204,20996.684615384616,22833.0,2729569,1095984,12.039434049401342
IGU -> VCP,23,1083,47.08695652173913,10.379381917923132,0.2204300868995679,2025-01-01,75,2025-11-01,14,61,5.357142857142857,0.14043116945682282,62292.09112761584,63826.08,61682.42857142857,4786956,863554,12.031350075115919
VCP -> FOR,23,1132,49.21739130434783,11.635614450018943,0.23641266108695733,2025-01-01,72,2025-11-01,20,52,3.6,0.18190198187125517,72274.67861018903,69235.45833333333,69796.95,4984953,1395939,11.989189311908945
IMP -> CNF,23,403,17.52173913043478,6.819853149109982,0.38922238816260446,2025-03-01,30,2024-03-01,4,26,7.5,0.34372639982738157,51154.72327509518,51062.2,44923.5,1531866,179694,11.91072335536672
VCP -> CGB,23,2094,91.04347826086956,15.71893972768427,0.17265311066701922,2025-09-01,120,2025-11-01,39,81,3.076923076923077,0.12362443420123749,64437.33620983672,65746.26666666666,64904.92307692308,7889552,2531292,11.882984923239075
UBA -> VCP,14,280,20.0,8.035634920242991,0.40178174601214955,2024-10-01,29,2024-05-01,2,27,14.5,0.30000000000000004,20749.43290582021,20358.310344827587,31152.5,590391,62305,11.771301259772798
GVR -> CNF,23,1269,55.17391304347826,12.338177491774282,0.22362339031584594,2025-08-01,76,2025-11-01,22,54,3.4545454545454546,0.1782300339192106,20295.396244403062,20766.302631578947,20034.409090909092,1578239,440757,11.74421641375348
VCP -> RIA,16,187,11.6875,5.228751643556997,0.44737981976958263,2024-10-01,26,2025-08-01,1,25,26.0,0.30147058823529416,22476.412334520053,22767.384615384617,22369.0,591952,22369,11.71339230782371
IPN -> CNF,23,1959,85.17391304347827,15.906389675667377,0.18675189512013765,2024-04-01,110,2025-11-01,42,68,2.619047619047619,0.1525179217435693,20002.00522052003,20234.18181818182,19277.85714285714,2225760,809670,11.674244102099353
CNF -> RBR,15,314,20.933333333333334,8.012212900039263,0.3827490238872259,2025-01-01,29,2024-02-01,1,28,29.0,0.3099787685774946,73183.85195596406,73695.5172413793,74272.0,2137170,74272,11.65078582556156
RAO -> VCP,23,2418,105.1304347826087,17.565540246710036,0.16708330259484316,2024-07-01,129,2025-11-01,49,80,2.63265306122449,0.12928399323911244,21960.809975194923,20538.565891472866,21837.755102040817,2649475,1070050,11.643333932686204
CNF -> IPN,23,1985,86.30434782608695,15.809833985897061,0.18318699328747226,2024-04-01,113,2025-11-01,43,70,2.627906976744186,0.1438177636622495,20448.312252620457,20309.66371681416,19701.441860465115,2294992,847162,11.638774698676652
VCP -> RVD,15,387,25.8,8.051500895278263,0.31207367811156056,2024-04-01,45,2025-03-01,6,39,7.5,0.20258397932816535,21040.22661487491,20751.222222222223,19639.5,933805,117837,11.617400297035012
CNF -> GVR,23,1276,55.47826086956522,12.175776254933727,0.21946932120962045,2025-08-01,75,2025-11-01,21,54,3.5714285714285716,0.17432192994411888,20671.988584116123,20689.64,20304.190476190477,1551723,426388,11.5349185356683
FOR -> VCP,23,1129,49.08695652173913,11.46606730456839,0.23358684500006463,2025-01-01,71,2025-11-01,22,49,3.227272727272727,0.17514537682443104,73015.15141962281,71311.47887323944,70859.86363636363,5063115,1558917,11.494764350169888
RIA -> VCP,16,191,11.9375,5.1897585444796945,0.4347441712653147,2024-10-01,26,2025-08-01,1,25,26.0,0.287303664921466,22005.662228305322,22270.923076923078,22071.0,579044,22071,11.428327342217226
THE -> CNF,23,390,16.956521739130434,7.080151440713713,0.4175473926574754,2024-10-01,27,2025-11-01,6,21,4.5,0.39264214046822743,61418.274742650574,64703.666666666664,60398.666666666664,1746999,362392,11.420778912817985
CNF -> BEL,23,1345,58.47826086956522,12.7001183329557,0.2171767447271235,2024-10-01,79,2025-11-01,26,53,3.0384615384615383,0.17740423468563116,67573.91848655103,68423.26582278482,69114.26923076923,5405438,1796971,11.391443486353117
UBA -> CNF,23,633,27.52173913043478,8.176687780659224,0.29709924005554844,2024-05-01,46,2025-11-01,11,35,4.181818181818182,0.23325777869359154,20951.235131073365,20594.369565217392,22697.18181818182,947341,249669,11.340526480460355
VCP -> BEL,23,1832,79.65217391304348,14.223705551716408,0.17857272253792433,2024-05-01,102,2025-11-01,31,71,3.2903225806451615,0.12497626732485284,68061.45606937948,64926.03921568627,71709.0,6622456,2222979,11.305731829282706
CGB -> CNF,23,896,38.95652173913044,9.848761832881923,0.2528141988351386,2025-09-01,58,2024-01-01,15,43,3.8666666666666667,0.18196816770186333,56531.11058126557,51654.34482758621,46872.13333333333,2995952,703082,11.271567050450187
BRC -> VCP,5,54,10.8,7.35934779718964,0.681421092332374,2025-07-01,19,2024-08-01,2,17,9.5,0.6518518518518518,70727.5761167625,69619.15789473684,72966.0,1322764,145932,11.258887662428204
CPV -> REC,23,987,42.91304347826087,9.903504182109792,0.2307807458850306,2024-07-01,64,2025-11-01,15,49,4.266666666666667,0.16809832165983876,20309.97962416068,20846.953125,20279.933333333334,1334205,304199,11.139735574609272
VCP -> IGU,23,986,42.869565217391305,10.267315587639327,0.23950127638509586,2025-01-01,61,2025-11-01,16,45,3.8125,0.18220301613898934,60940.5479815364,61088.57377049181,61741.625,3726403,987866,11.077138248798299
REC -> MVF,15,283,18.866666666666667,7.116803277377343,0.37721572141576026,2024-07-01,31,2025-03-01,4,27,7.75,0.319434628975265,21481.98758878053,21091.1935483871,21171.0,653827,84684,11.072387108252068
AJU -> VCP,23,525,22.82608695652174,7.130169666333293,0.3123693377631728,2025-01-01,41,2024-04-01,9,32,4.555555555555555,0.23585921325051756,58280.747099525885,56346.04878048781,62869.88888888889,2310188,565829,11.07096151687657
MVF -> REC,15,281,18.733333333333334,7.056596598612929,0.3766866511715086,2024-07-01,31,2025-03-01,4,27,7.75,0.32123368920521944,20482.165424976407,20498.387096774193,18594.0,635450,74376,11.043024629167634
NAT -> VCP,23,665,28.91304347826087,8.155622459001018,0.2820741602361254,2025-01-01,46,2025-11-01,10,36,4.6,0.2284406668846028,69634.18946562715,71279.63043478261,70348.9,3278863,703489,11.003074945616861
CNF -> CKS,23,563,24.47826086956522,7.873287613506226,0.3216440765730785,2024-09-01,32,2024-01-01,3,29,10.666666666666666,0.2587072360800062,66906.2908320187,69836.15625,62918.666666666664,2234757,188756,10.972987770003467
CNF -> CWB,23,739,32.130434782608695,9.414624829515477,0.2930126807562327,2024-09-01,47,2025-11-01,15,32,3.1333333333333333,0.26028122609872334,52275.41381631805,51235.78723404255,51782.46666666667,2408082,776737,10.950721070038194
IZA -> VCP,23,651,28.304347826086957,8.20092668469318,0.289740881333246,2024-04-01,43,2025-11-01,10,33,4.3,0.21705736993254526,21099.476742488892,20510.0,21090.1,881930,210901,10.785610664065711
REC -> CGH,23,2281,99.17391304347827,16.188165763144607,0.163230080031708,2025-07-01,120,2025-11-01,48,72,2.5,0.12412557421420811,69186.78061133929,69691.95,66080.20833333333,8363034,3171850,10.710349488736545
VCP -> CMG,22,178,8.090909090909092,3.6916255462267182,0.45626832593813366,2024-07-01,21,2025-10-01,1,20,21.0,0.28600612870275793,48754.82393502963,45108.71428571428,53834.0,947283,53834,10.584829537573487
IOS -> VCP,23,581,25.26086956521739,6.910718777845401,0.2735740652159109,2025-01-01,46,2025-11-01,10,36,4.6,0.18379106488064062,60046.77899231293,55281.15217391304,59281.2,2542933,592812,10.4502072087771
VCP -> IZA,23,655,28.47826086956522,7.867763425729795,0.2762726088424203,2024-04-01,43,2025-11-01,10,33,4.3,0.21135081314304677,21817.925524790146,21472.3488372093,21625.8,923311,216258,10.293960776844553
REC -> BSB,23,1330,57.82608695652174,11.354570709297581,0.19635723782995818,2025-07-01,76,2025-11-01,23,53,3.3043478260869565,0.14351095129127167,68825.87007082006,69963.42105263157,68936.17391304347,5317220,1585532,10.283390199564534
CAW -> VCP,15,339,22.6,7.078606265831338,0.3132126666297052,2024-02-01,34,2025-03-01,3,31,11.333333333333334,0.22182890855457227,19574.651520880347,19236.470588235294,19251.0,654040,57753,10.165065173070772
NSR -> REC,15,95,6.333333333333333,3.8930136855083823,0.6146863713960604,2024-12-01,14,2024-05-01,1,13,14.0,0.5403508771929824,19900.780880230883,19345.785714285714,21594.0,270841,21594,10.115888354444852
BEL -> REC,23,1144,49.73913043478261,10.254235143309867,0.2061603219371739,2024-06-01,66,2025-11-01,18,48,3.6666666666666665,0.16061112800243235,63561.34588402052,63961.681818181816,64745.72222222222,4221471,1165423,10.059890456261318
VCP -> NAT,23,628,27.304347826086957,7.141031362660107,0.26153458812290203,2025-01-01,45,2025-11-01,10,35,4.5,0.19731376350041546,68709.84707615773,69157.37777777777,71683.4,3112082,716834,9.970743237708998
CAC -> VCP,23,937,40.73913043478261,9.213493843763814,0.2261583334114917,2024-08-01,60,2025-11-01,19,41,3.1578947368421053,0.18542063013317248,46966.60879740295,48002.9,49472.68421052631,2880174,939981,9.910570533968482
BSB -> REC,23,1320,57.391304347826086,11.243313492857732,0.19590621995130897,2025-06-01,73,2025-11-01,24,49,3.0416666666666665,0.14802371541501977,64249.70786037519,64344.41095890411,64728.458333333336,4697142,1553483,9.854672567065178
VCP -> CAW,15,338,22.533333333333335,6.897986823865512,0.3061236756153334,2024-02-01,34,2025-03-01,4,30,8.5,0.22011834319526627,20455.620099048294,20466.29411764706,19312.25,695854,77249,9.768503465314053
VCP -> MVD,6,24,4.0,3.6514837167011076,0.9128709291752769,2025-07-01,12,2025-08-01,1,11,12.0,0.6666666666666666,55250.40277777778,54309.75,50764.0,651717,50764,9.745630530958064
CMG -> VCP,10,109,10.9,5.647123161398199,0.5180846937062568,2025-03-01,17,2024-01-01,1,16,17.0,0.434862385321101,49771.98129774637,50069.82352941176,42612.0,851187,42612,9.740987722335351
PVH -> CNF,23,499,21.695652173913043,6.590076746987923,0.30375103242629703,2025-01-01,29,2025-11-01,3,26,9.666666666666666,0.23595016119194911,68898.14880415212,69181.24137931035,70182.0,2006256,210546,9.625386634763592
SMT -> CNF,9,149,16.555555555555557,6.76775214792936,0.4087903981970754,2025-02-01,23,2025-08-01,1,22,23.0,0.331096196868009,49142.798900191956,47784.52173913043,46053.0,1099044,46053,9.607376711049342
REC -> BEL,23,1154,50.17391304347826,9.725145238271871,0.19382871792049658,2025-02-01,68,2025-11-01,19,49,3.5789473684210527,0.1387988847863763,66895.74931607782,62408.25,69365.1052631579,4243761,1317937,9.567964940505899
VCP -> IOS,23,510,22.17391304347826,6.2041513024541,0.2797950587381261,2024-12-01,37,2025-11-01,7,30,5.285714285714286,0.191304347826087,61979.62954462686,60293.40540540541,60596.0,2230856,424172,9.557240459941715
VCP -> PMG,23,245,10.652173913043478,4.238628732853544,0.3979120851250266,2024-01-01,21,2025-11-01,2,19,10.5,0.31446317657497774,44370.40149102106,36371.857142857145,46262.5,763809,92525,9.548769449280178
REC -> CWB,7,35,5.0,4.174754056057845,0.8349508112115689,2025-01-01,11,2025-04-01,1,10,11.0,0.8,59161.72034632035,65141.90909090909,54728.0,716561,54728,9.461730961653233
CNF -> IOS,23,300,13.043478260869565,4.929752272368127,0.37794767421488973,2024-11-01,23,2025-11-01,4,19,5.75,0.3237681159420289,43403.96568001417,49675.913043478264,27367.0,1142546,109468,9.402097295849604
CKS -> CNF,23,648,28.17391304347826,7.855500282483014,0.27882176928566255,2025-01-01,37,2025-11-01,10,27,3.7,0.2208803005904455,62879.614935498474,64926.83783783784,62854.4,2402293,628544,9.381609587690521
CNF -> PMW,23,313,13.608695652173912,5.156162462738641,0.37888733751753595,2025-09-01,24,2024-02-01,6,18,4.0,0.3214335324350604,52660.16727038329,48668.875,52498.833333333336,1168053,314993,9.24205053068815
CNF -> IMP,23,333,14.478260869565217,5.273968600732497,0.3642681015520944,2024-09-01,22,2024-03-01,3,19,7.333333333333333,0.3078730904817862,53805.650617267784,53215.77272727273,47979.666666666664,1170747,143939,9.226975245549196
CNF -> PVH,23,481,20.91304347826087,6.205979188956552,0.2967516036299391,2025-03-01,29,2025-11-01,4,25,7.25,0.22995570821657782,72978.16977340494,73182.06896551725,73136.0,2122280,292544,9.166574114903295
VCP -> CAC,23,655,28.47826086956522,7.228383457607098,0.2538210985113943,2024-08-01,41,2025-11-01,10,31,4.1,0.20378360438101556,47025.813748435976,48038.26829268293,50650.2,1969569,506502,9.1663466389533
CGH -> REC,23,2279,99.08695652173913,14.421942953823072,0.14554834924876292,2025-03-01,116,2025-11-01,51,65,2.2745098039215685,0.10775130205849248,66301.25662055502,65207.25,64081.64705882353,7564041,3268164,9.073021011513575
VCP -> AJU,23,474,20.608695652173914,5.7915915844684225,0.2810265958708306,2025-01-01,36,2025-11-01,9,27,4.0,0.19611080535681524,59084.89649274528,54873.0,55928.22222222222,1975428,503354,9.000023752076602
IOS -> CNF,23,747,32.47826086956522,7.9118489303805895,0.2436044516716915,2024-07-01,45,2025-11-01,14,31,3.2142857142857144,0.1910249694429893,48419.13481337973,49062.35555555556,44921.642857142855,2207806,628903,8.97539663778843
CNF -> VDC,23,433,18.82608695652174,5.902484177928767,0.31352687319252115,2025-07-01,30,2025-11-01,8,22,3.75,0.25363992368711713,37485.79222350198,35808.9,34175.125,1074267,273401,8.930845524737965
BEL -> VCP,23,1640,71.30434782608695,11.183974492291835,0.15684842275775135,2024-07-01,84,2025-11-01,26,58,3.230769230769231,0.09846235418875927,71211.02433405511,75348.16666666667,70842.03846153847,6329246,1841893,8.843119338694159
REC -> FLN,6,33,5.5,4.112987559751022,0.7478159199547313,2025-07-01,12,2025-06-01,1,11,12.0,0.6666666666666667,58418.00555555555,58458.0,58349.0,701496,58349,8.746166892993143
VCP -> ROO,23,227,9.869565217391305,4.07862239984646,0.4132524898522845,2024-10-01,18,2024-03-01,3,15,6.0,0.3562535912660409,48079.89624843756,35575.666666666664,44615.666666666664,640362,133847,8.689776325650175
CWB -> REC,7,37,5.285714285714286,3.9897828696482693,0.7548237861496726,2025-01-01,11,2024-02-01,1,10,11.0,0.7104247104247106,60099.831168831166,62540.818181818184,65684.0,687949,65684,8.682781376585757
VCP -> PNZ,23,404,17.565217391304348,5.670872081975782,0.3228466779342648,2024-07-01,28,2024-11-01,8,20,3.5,0.26130004304778304,56288.30534717083,61460.607142857145,56564.375,1720897,452515,8.668497620878007
CNF -> AAX,23,282,12.26086956521739,4.162121023921503,0.33946377145459067,2024-06-01,23,2025-11-01,3,20,7.666666666666667,0.26857847671908724,20454.386506775038,21238.347826086956,19312.0,488482,57936,8.570511785439548
PMW -> CNF,23,367,15.956521739130435,5.336325562631742,0.3344291224537604,2025-09-01,25,2024-02-01,7,18,3.5714285714285716,0.2757967065513565,50585.263080132354,47465.08,50293.28571428572,1186627,352053,8.38275792977274
CNF -> SMT,9,86,9.555555555555555,4.4748956812449485,0.4683030364093551,2025-02-01,17,2025-08-01,1,16,17.0,0.37726098191214474,51227.97054579408,50568.17647058824,45746.0,859659,45746,8.365593329164529
FLN -> REC,5,25,5.0,3.9496835316262997,0.7899367063252599,2025-01-01,11,2025-06-01,1,10,11.0,0.7200000000000001,55997.85454545454,58732.27272727273,54905.0,646055,54905,8.138722543413163
TJL -> VCP,15,261,17.4,5.376492040974921,0.30899379545832883,2024-03-01,26,2025-03-01,4,22,6.5,0.2513409961685824,19884.28784023682,19454.23076923077,18392.0,505810,73568,8.07025385302552
CNF -> FLN,23,558,24.26086956521739,6.582040065038299,0.27130272669512706,2025-02-01,34,2024-03-01,12,22,2.8333333333333335,0.236091631603553,54151.53345143458,52779.705882352944,51785.5,1794510,621426,8.050168080510556
JDO -> VCP,23,458,19.91304347826087,5.926455377874343,0.2976167547840827,2025-08-01,28,2025-11-01,9,19,3.111111111111111,0.25745205999620274,59397.6279469074,58427.03571428572,56162.555555555555,1635957,505463,7.951102579808658
NVT -> CNF,8,37,4.625,3.3517719194479807,0.7247074420428067,2024-10-01,10,2024-02-01,1,9,10.0,0.6756756756756757,50789.720982142855,51619.5,55127.0,516195,55127,7.908557283076876
MAO -> REC,23,554,24.08695652173913,5.609875170883239,0.2329009547478601,2024-10-01,36,2025-11-01,9,27,4.0,0.1695181290221315,79978.26982174453,79567.52777777778,79836.77777777778,2864431,718531,7.647144819617972
UDI -> REC,23,145,6.304347826086956,3.0422357712236345,0.48256153612512825,2025-09-01,12,2024-04-01,2,10,6.0,0.4227886056971514,64629.39378097747,65487.083333333336,67160.0,785845,134320,7.604951636937802
VCP -> CXJ,23,465,20.217391304347824,5.332072944958571,0.26373694136354225,2024-10-01,29,2025-11-01,7,22,4.142857142857143,0.21916783543712012,65129.02716759256,67670.4827586207,65095.857142857145,1962444,455671,7.600578243889524
RBR -> CNF,14,280,20.0,5.707138387268051,0.2853569193634026,2025-03-01,27,2025-11-01,5,22,5.4,0.21428571428571433,69238.22508943948,68363.70370370371,71035.8,1845820,355179,7.546614036866927
VCP -> TJL,15,257,17.133333333333333,5.200854630624556,0.3035518266901492,2024-03-01,24,2025-03-01,4,20,6.0,0.2562905317769131,20954.279933458354,20762.291666666668,19623.25,498295,78493,7.5382816734590445
IGU -> CNF,23,94,4.086956521739131,2.124659430064455,0.5198634775689623,2024-01-01,11,2024-02-01,1,10,11.0,0.30989824236817765,53326.51947738253,57654.90909090909,69206.0,634204,69206,7.486358035879553
REC -> UDI,23,142,6.173913043478261,2.7921033666090995,0.45224209459161474,2025-09-01,13,2024-04-01,2,11,6.5,0.38395590936925905,69554.00332903811,72025.61538461539,68600.0,936333,137200,7.4438567273962954
REC -> VIX,23,523,22.73913043478261,5.366704043203295,0.236011841288099,2025-07-01,33,2024-02-01,8,25,4.125,0.16127691412419987,67199.10058104325,66439.24242424243,68634.625,2192495,549077,7.388930908133648
CNF -> MAB,23,420,18.26086956521739,5.26033055089943,0.2880657206444926,2025-06-01,25,2024-01-01,7,18,3.5714285714285716,0.23975155279503108,62245.04205441785,69885.76,57038.0,1747144,399266,7.38506019799674
ROO -> VCP,23,356,15.478260869565217,4.651970739163567,0.3005486713504552,2025-10-01,24,2024-04-01,7,17,3.4285714285714284,0.25427454811919886,45980.627662391424,47874.791666666664,48092.28571428572,1148995,336646,7.283654430140985
VCP -> JDO,22,396,18.0,5.090097337879788,0.28278318543776604,2025-08-01,26,2025-11-01,8,18,3.25,0.24242424242424243,60202.162729538155,59451.11538461538,57619.5,1545729,460956,7.179212282775097
THE -> VCP,23,499,21.695652173913043,5.303278580755867,0.24443969410297584,2024-07-01,28,2025-11-01,6,22,4.666666666666667,0.17617844384421016,66585.14341993092,67720.67857142857,66181.16666666667,1896179,397087,7.125196052411019
CXJ -> VCP,23,464,20.17391304347826,5.205784190294179,0.2580453370188925,2024-09-01,27,2025-11-01,7,20,3.857142857142857,0.21008245877061466,63533.01436835881,62346.25925925926,64456.142857142855,1683349,451193,7.087996108595864
VIX -> REC,23,538,23.391304347826086,5.362828021262035,0.22926588194986397,2025-07-01,32,2025-11-01,8,24,4.0,0.17375141425569746,65596.06187178053,63893.15625,64489.375,2044581,515915,7.064412619779906
VCP -> SLZ,23,494,21.47826086956522,5.315028448673434,0.24746083870341898,2025-08-01,29,2025-11-01,8,21,3.625,0.1894032740714663,68435.04655837653,70079.89655172414,66114.25,2032317,528914,7.03601829368165
PNZ -> VCP,22,315,14.318181818181818,4.0043880889521875,0.27967154906967656,2024-07-01,24,2025-11-01,5,19,4.8,0.21269841269841272,56424.20354991858,64145.625,48352.0,1539495,241760,7.016595216733464
SLZ -> VCP,23,493,21.434782608695652,5.1400058108284,0.2397974313368219,2025-08-01,29,2025-11-01,7,22,4.142857142857143,0.1844959873004674,66843.6417760137,68009.75862068965,61872.42857142857,1972283,433107,6.976299658938411
VCP -> GRU,20,81,4.05,2.1324868112136124,0.5265399533860772,2025-05-01,10,2024-01-01,1,9,10.0,0.4098765432098765,43209.38380952381,46195.5,48070.0,461955,48070,6.960941241120147
JJG -> VCP,15,307,20.466666666666665,5.17515431868676,0.25285770286743126,2025-01-01,29,2025-03-01,6,23,4.833333333333333,0.17763300760043435,27099.2764138207,23440.03448275862,24378.833333333332,679761,146273,6.948679662631236
PMG -> VCP,23,262,11.391304347826088,3.4356080461110277,0.3015991796204337,2024-01-01,20,2025-11-01,3,17,6.666666666666667,0.22203783604381014,41946.92614414571,34474.45,44453.0,689489,133359,6.929114370607412
VCP -> GEL,11,107,9.727272727272727,3.839765833080523,0.3947422819054744,2025-01-01,16,2025-03-01,2,14,8.0,0.3109600679694138,22491.74891774892,22134.125,22205.0,354146,44410,6.915462756779075
SLZ -> REC,23,903,39.26086956521739,6.8665375826752095,0.1748951986727905,2025-09-01,52,2025-11-01,19,33,2.736842105263158,0.13154220232076652,62612.86362836261,63854.13461538462,62343.78947368421,3320415,1184532,6.838797126384483
PHB -> CNF,15,93,6.2,2.68824602048746,0.4335880678205581,2024-07-01,14,2025-03-01,2,12,7.0,0.31397849462365596,64352.98952380953,56819.92857142857,63747.0,795479,127494,6.8239975325504565
VCP -> PGZ,15,196,13.066666666666666,4.654269246855216,0.3561940750144298,2024-07-01,20,2024-09-01,7,13,2.857142857142857,0.3224489795918367,19931.285366699572,20082.85,19802.285714285714,401657,138616,6.785091759753097
EEA -> VCP,15,221,14.733333333333333,4.343065993307288,0.2947782348398612,2025-02-01,21,2025-03-01,3,18,7.0,0.22503770739064857,20279.84234836027,19420.52380952381,19527.0,407831,58581,6.756794353033077
VCP -> PFB,23,509,22.130434782608695,4.794057443073229,0.2166273500799298,2024-06-01,31,2025-11-01,6,25,5.166666666666667,0.14760399760826856,63745.64541551018,65382.51612903226,65277.166666666664,2026858,391663,6.752719374111314
MDZ -> VCP,4,27,6.75,4.322904116447646,0.6404302394737252,2025-07-01,12,2024-05-01,2,10,6.0,0.6296296296296297,67652.80833333332,70243.83333333333,63113.0,842926,126226,6.748441350698165
VCP -> EEA,15,225,15.0,4.366539438350084,0.2911026292233389,2025-02-01,21,2025-03-01,3,18,7.0,0.21333333333333337,21250.61644210279,20520.904761904763,19976.0,430939,59928,6.694598462642963
VCP -> JJG,15,300,20.0,5.059644256269407,0.25298221281347033,2025-01-01,27,2025-03-01,6,21,4.5,0.18,27760.66055693325,23538.48148148148,24454.166666666668,635539,146725,6.616310798281671
MAB -> CNF,23,471,20.47826086956522,5.046475870798925,0.2464308811642787,2024-08-01,27,2025-11-01,8,19,3.375,0.1923751500046156,59414.49876142987,54634.59259259259,65102.5,1475134,520820,6.613625539667002
REC -> SLZ,23,896,38.95652173913044,6.66253810410551,0.1710249736544941,2025-09-01,50,2025-11-01,18,32,2.7777777777777777,0.12402950310559006,66346.241972897,67745.46,67013.88888888889,3387273,1206250,6.5778373542553785
VCP -> THE,23,506,22.0,5.0216920758194465,0.22825873071906574,2024-12-01,30,2024-05-01,9,21,3.3333333333333335,0.16205533596837945,68734.28198340007,70438.6,69813.0,2113158,628317,6.5151029295166545
JJD -> CNF,11,90,8.181818181818182,3.5372866287897673,0.4323350324076382,2024-01-01,13,2025-08-01,2,11,6.5,0.3979797979797979,57011.67344322346,59294.07692307692,55065.0,770823,110130,6.468090259314549
CNF -> GNM,23,491,21.347826086956523,4.922077112377359,0.230565730315029,2025-07-01,29,2025-11-01,9,20,3.2222222222222223,0.18259098556628,21420.319744018383,21545.0,20885.11111111111,624805,187966,6.391383385885222
PMW -> VCP,23,471,20.47826086956522,4.726148953635197,0.2307885900925892,2025-09-01,28,2025-11-01,8,20,3.5,0.18812886550355398,60044.72740441838,65038.03571428572,61293.375,1821065,490347,6.354728539611779
REC -> REC,20,47,2.35,1.5580436450882882,0.6629972957822503,2025-02-01,7,2024-01-01,1,6,7.0,0.5191489361702127,32894.161190476196,20331.85714285714,22996.0,142323,22996,6.286850090040079
CNF -> CUR,21,194,9.238095238095237,3.0535656270250278,0.3305406091109566,2025-01-01,18,2024-08-01,5,13,3.6,0.24300441826215022,75565.22798088155,76124.88888888889,74318.8,1370248,371594,6.284261292100812
VCP -> PMW,23,443,19.26086956521739,4.5321785845349485,0.23530498294425242,2025-07-01,27,2025-11-01,8,19,3.375,0.1923643144567671,64088.43421057379,67249.51851851853,66853.75,1815737,534830,6.252308289820948
PGZ -> VCP,15,195,13.0,4.442221666388715,0.34170935895297805,2024-03-01,19,2024-09-01,7,12,2.7142857142857144,0.3076923076923077,19179.88539783803,19872.684210526317,18750.14285714286,377581,131251,6.247788467189942
CNF -> UBA,23,549,23.869565217391305,5.024326455625989,0.21049090797704506,2024-07-01,33,2025-11-01,11,22,3.0,0.15965787598004277,21657.489370352316,21400.878787878788,23765.454545454544,706229,261420,6.229718409714438
VCP -> CGH,21,88,4.190476190476191,1.9178124348192636,0.4576597855818697,2025-02-01,11,2024-05-01,2,9,5.5,0.3246753246753246,40474.7386002886,41008.72727272727,48302.0,451096,96604,6.1628050755797785
GPB -> VCP,15,190,12.666666666666666,3.960920207336786,0.31270422689500943,2024-07-01,17,2025-03-01,3,14,5.666666666666667,0.27017543859649124,19818.786737402028,20035.352941176472,18772.333333333332,340601,56317,6.145328406042142
VCP -> GPB,15,188,12.533333333333333,3.913509365717112,0.31224808769019513,2024-07-01,17,2025-03-01,3,14,5.666666666666667,0.26312056737588657,20845.05459242283,21304.70588235294,19355.0,362180,58065,6.124065988380315
BYO -> VCP,23,253,11.0,2.919201796799047,0.26538198152718606,2024-07-01,21,2025-11-01,4,17,5.25,0.15810276679841898,46502.19117886945,43440.71428571428,50200.5,912255,200802,6.058939753447059
