Route,MonthStart,Flights,AvgTOW_kg,MedianTOW_kg,PrimaryAircraft,TowRegime
VCP -> AFL,2025-08-01,7,56939.57142857143,56911.0,E2,Outside Normal Regimes
VCP -> AFL,2025-09-01,9,55797.333333333336,56435.0,E2,Outside Normal Regimes
VCP -> AFL,2025-10-01,7,56462.142857142855,56397.0,E2,Outside Normal Regimes
VCP -> AFL,2025-11-01,3,55721.333333333336,56332.0,E2,Outside Normal Regimes
VCP -> AJU,2024-01-01,16,59841.9375,55759.0,E2,Outside Normal Regimes
VCP -> AJU,2024-02-01,21,61592.619047619046,62532.0,A320,A320
VCP -> AJU,2024-03-01,19,67886.36842105263,69863.0,A320,A320
VCP -> AJU,2024-04-01,10,66080.7,69959.0,A320,A320
VCP -> AJU,2024-05-01,14,58767.92857142857,55343.0,E2,Outside Normal Regimes
VCP -> AJU,2024-06-01,21,56770.52380952381,55388.0,E2,Outside Normal Regimes
VCP -> AJU,2024-07-01,22,55336.72727272727,54764.5,E2,Outside Normal Regimes
VCP -> AJU,2024-08-01,22,55245.77272727273,56169.0,E2,Outside Normal Regimes
VCP -> AJU,2024-09-01,21,55839.666666666664,56400.0,E2,Outside Normal Regimes
VCP -> AJU,2024-10-01,18,59864.444444444445,59750.5,A320,Outside Normal Regimes
VCP -> AJU,2024-11-01,22,60935.27272727273,64705.5,A320,Outside Normal Regimes
VCP -> AJU,2024-12-01,32,64203.9375,66145.0,A320,A320
VCP -> AJU,2025-01-01,36,54873.0,53607.0,E2,E2
VCP -> AJU,2025-02-01,21,61489.52380952381,64394.0,A320,A320
VCP -> AJU,2025-03-01,23,56803.608695652176,54918.0,E2,Outside Normal Regimes
VCP -> AJU,2025-04-01,17,59214.23529411765,55947.0,E2,Outside Normal Regimes
VCP -> AJU,2025-05-01,17,56257.882352941175,55616.0,E2,Outside Normal Regimes
VCP -> AJU,2025-06-01,21,57518.57142857143,55322.0,E2,Outside Normal Regimes
VCP -> AJU,2025-07-01,24,59749.291666666664,61489.0,A320,Outside Normal Regimes
VCP -> AJU,2025-08-01,19,57010.73684210526,54975.0,E2,Outside Normal Regimes
VCP -> AJU,2025-09-01,24,60864.208333333336,56217.5,E2,Outside Normal Regimes
VCP -> AJU,2025-10-01,25,56877.44,54666.0,E2,Outside Normal Regimes
VCP -> AJU,2025-11-01,9,55928.22222222222,55309.0,E2,Outside Normal Regimes
VCP -> AQA,2024-10-01,12,17736.25,17807.0,ATR,Outside Normal Regimes
VCP -> ARU,2024-01-01,17,22136.470588235294,21386.0,ATR,ATR
VCP -> ARU,2024-02-01,33,20786.939393939392,20374.0,ATR,ATR
VCP -> ARU,2024-03-01,56,20205.928571428572,20234.0,ATR,ATR
VCP -> ARU,2024-04-01,46,21558.260869565216,21878.5,ATR,ATR
VCP -> ARU,2024-05-01,46,21648.369565217392,21786.5,ATR,ATR
VCP -> ARU,2024-06-01,53,21387.075471698114,21113.0,ATR,ATR
VCP -> ARU,2024-07-01,28,24962.714285714286,21913.5,ATR,Outside Normal Regimes
VCP -> ARU,2024-08-01,45,21188.044444444444,20774.0,ATR,ATR
VCP -> ARU,2024-09-01,35,21285.457142857143,20786.0,ATR,ATR
VCP -> ARU,2024-10-01,43,21398.06976744186,21626.0,ATR,ATR
VCP -> ARU,2024-11-01,34,21114.764705882353,21195.5,ATR,ATR
VCP -> ARU,2024-12-01,29,22577.241379310344,21567.0,ATR,Outside Normal Regimes
VCP -> ARU,2025-01-01,24,23098.791666666668,20262.0,ATR,Outside Normal Regimes
VCP -> ARU,2025-02-01,32,20294.625,20194.5,ATR,ATR
VCP -> ARU,2025-03-01,21,21566.95238095238,21759.0,ATR,ATR
VCP -> ARU,2025-04-01,23,21444.260869565216,21733.0,ATR,ATR
VCP -> ARU,2025-05-01,25,22133.96,21958.0,ATR,ATR
VCP -> ARU,2025-06-01,22,21715.727272727272,21950.5,ATR,ATR
VCP -> ARU,2025-07-01,26,22217.346153846152,21790.0,ATR,ATR
VCP -> ARU,2025-08-01,28,21626.714285714286,21728.0,ATR,ATR
VCP -> ARU,2025-09-01,27,21590.74074074074,21793.0,ATR,ATR
VCP -> ARU,2025-10-01,27,21415.814814814814,21624.0,ATR,ATR
VCP -> ARU,2025-11-01,8,21780.0,21804.0,ATR,ATR
VCP -> ASU,2024-12-01,3,53017.333333333336,53487.0,E2,E2
VCP -> ASU,2025-01-01,6,53885.0,53871.0,E2,E2
VCP -> ASU,2025-02-01,5,55032.6,55152.0,E2,E2
VCP -> ASU,2025-03-01,9,54555.88888888889,54932.0,E2,E2
VCP -> ASU,2025-04-01,6,53866.0,53306.5,E2,E2
VCP -> ASU,2025-05-01,5,53921.0,54799.0,E2,E2
VCP -> ASU,2025-06-01,10,52211.4,52072.0,E2,E2
VCP -> ASU,2025-07-01,5,53736.4,53452.0,E2,E2
VCP -> ASU,2025-11-01,1,53800.0,53800.0,E2,E2
VCP -> BEL,2024-01-01,90,63090.166666666664,68118.5,A320,A320
VCP -> BEL,2024-02-01,87,65592.70114942528,66993.0,A320,A320
VCP -> BEL,2024-03-01,87,63419.22988505747,66328.0,A320,A320
VCP -> BEL,2024-04-01,100,63481.09,68842.0,A320,A320
VCP -> BEL,2024-05-01,102,64926.03921568627,69171.0,A320,A320
VCP -> BEL,2024-06-01,93,68507.32258064517,70243.0,A320,A320
VCP -> BEL,2024-07-01,100,65568.98,70506.5,A320,A320
VCP -> BEL,2024-08-01,70,73534.97142857143,71361.5,A320,A321
VCP -> BEL,2024-09-01,76,72373.3552631579,70111.5,A320,Outside Normal Regimes
VCP -> BEL,2024-10-01,75,69917.16,70609.0,A320,A320
VCP -> BEL,2024-11-01,82,69607.93902439025,70950.5,A320,A320
VCP -> BEL,2024-12-01,74,68527.97297297297,70544.5,A320,A320
VCP -> BEL,2025-01-01,78,68112.2435897436,69330.5,A320,A320
VCP -> BEL,2025-02-01,73,66887.32876712328,67968.0,A320,A320
VCP -> BEL,2025-03-01,78,67445.83333333333,67228.0,A320,A320
VCP -> BEL,2025-04-01,70,67449.9,67917.0,A320,A320
VCP -> BEL,2025-05-01,72,68791.81944444444,69394.0,A320,A320
VCP -> BEL,2025-06-01,78,69382.07692307692,69834.5,A320,A320
VCP -> BEL,2025-07-01,85,70535.29411764706,70517.0,A320,A320
VCP -> BEL,2025-08-01,85,69606.94117647059,70030.0,A320,A320
VCP -> BEL,2025-09-01,78,68561.2564102564,69152.0,A320,A320
VCP -> BEL,2025-10-01,68,68384.86764705883,68135.0,A320,A320
VCP -> BEL,2025-11-01,31,71709.0,71812.0,A320,Outside Normal Regimes
VCP -> BPS,2024-01-01,42,61585.04761904762,65226.5,A320,A320
VCP -> BPS,2024-02-01,25,58747.72,55578.0,E2,Outside Normal Regimes
VCP -> BPS,2024-03-01,22,59687.681818181816,55505.0,E2,Outside Normal Regimes
VCP -> BPS,2024-04-01,15,53794.666666666664,55052.0,E2,E2
VCP -> BPS,2024-05-01,15,55501.26666666667,55055.0,E2,Outside Normal Regimes
VCP -> BPS,2024-06-01,27,64881.666666666664,68124.0,A320,A320
VCP -> BPS,2024-07-01,34,58814.94117647059,55395.0,A320,Outside Normal Regimes
VCP -> BPS,2024-08-01,28,65269.67857142857,68187.0,A320,A320
VCP -> BPS,2024-09-01,27,66023.37037037036,68218.0,A320,A320
VCP -> BPS,2024-10-01,38,64249.73684210526,67602.5,A320,A320
VCP -> BPS,2024-11-01,37,61799.37837837838,67242.0,A320,A320
VCP -> BPS,2024-12-01,59,66862.86440677966,68434.0,A320,A320
VCP -> BPS,2025-01-01,73,65088.397260273974,65749.0,A320,A320
VCP -> BPS,2025-02-01,35,64245.28571428572,64897.0,A320,A320
VCP -> BPS,2025-03-01,51,64573.05882352941,65712.0,A320,A320
VCP -> BPS,2025-04-01,37,65079.40540540541,65308.0,A320,A320
VCP -> BPS,2025-05-01,42,66457.64285714286,66887.0,A320,A320
VCP -> BPS,2025-06-01,47,67285.14893617021,67338.0,A320,A320
VCP -> BPS,2025-07-01,79,63642.45569620253,65620.0,A320,A320
VCP -> BPS,2025-08-01,52,65255.769230769234,66181.0,A320,A320
VCP -> BPS,2025-09-01,50,65735.32,66162.0,A320,A320
VCP -> BPS,2025-10-01,39,65327.48717948718,65994.0,A320,A320
VCP -> BPS,2025-11-01,15,63453.066666666666,65098.0,A320,A320
VCP -> BRC,2024-06-01,1,74900.0,74900.0,A320,A321
VCP -> BRC,2024-07-01,19,75195.47368421052,75291.0,A320,A321
VCP -> BRC,2024-08-01,2,74273.0,74273.0,A320,A321
VCP -> BRC,2025-06-01,6,73343.33333333333,73064.0,A320,A321
VCP -> BRC,2025-07-01,21,73336.0,73278.0,A320,A321
VCP -> BRC,2025-08-01,10,72930.6,73159.0,A320,A321
VCP -> BSB,2024-01-01,56,56692.875,54634.0,E2,Outside Normal Regimes
VCP -> BSB,2024-02-01,70,56035.58571428571,54568.5,E2,Outside Normal Regimes
VCP -> BSB,2024-03-01,58,54904.41379310345,53648.5,E2,E2
VCP -> BSB,2024-04-01,74,53888.04054054054,53226.5,E2,E2
VCP -> BSB,2024-05-01,86,55093.79069767442,53279.0,E2,E2
VCP -> BSB,2024-06-01,104,56354.24038461538,54189.5,E2,Outside Normal Regimes
VCP -> BSB,2024-07-01,84,56032.916666666664,53666.0,E2,Outside Normal Regimes
VCP -> BSB,2024-08-01,90,52628.166666666664,52668.5,E2,E2
VCP -> BSB,2024-09-01,93,50515.44086021505,52419.0,E2,E2
VCP -> BSB,2024-10-01,82,51949.87804878049,53565.0,E2,E2
VCP -> BSB,2024-11-01,92,52547.5,53875.0,E2,E2
VCP -> BSB,2024-12-01,87,51350.4367816092,53215.0,E2,E2
VCP -> BSB,2025-01-01,76,48611.59210526316,50650.5,E2,Outside Normal Regimes
VCP -> BSB,2025-02-01,75,52714.76,52925.0,A320,E2
VCP -> BSB,2025-03-01,80,52802.375,52229.5,E2,E2
VCP -> BSB,2025-04-01,80,51766.925,51152.5,E2,E2
VCP -> BSB,2025-05-01,75,53799.44,52551.0,E2,E2
VCP -> BSB,2025-06-01,85,53809.23529411765,52285.0,E2,E2
VCP -> BSB,2025-07-01,86,55758.90697674418,54355.0,E2,Outside Normal Regimes
VCP -> BSB,2025-08-01,84,53930.05952380953,53161.5,E2,E2
VCP -> BSB,2025-09-01,108,55627.13888888889,53940.0,E2,Outside Normal Regimes
VCP -> BSB,2025-10-01,109,54168.35779816514,53764.0,E2,E2
VCP -> BSB,2025-11-01,32,56491.53125,54435.5,E2,Outside Normal Regimes
VCP -> BVB,2024-01-01,1,75786.0,75786.0,A320,A321
VCP -> BVB,2024-02-01,2,72669.0,72669.0,A320,Outside Normal Regimes
VCP -> BVB,2024-03-01,2,74418.5,74418.5,A320,A321
VCP -> BVB,2024-04-01,2,70996.0,70996.0,A320,Outside Normal Regimes
VCP -> BVB,2024-05-01,3,71735.33333333333,71986.0,A320,Outside Normal Regimes
VCP -> BVB,2024-06-01,4,72754.0,73072.5,A320,A321
VCP -> BVB,2024-07-01,3,73486.33333333333,74950.0,A320,A321
VCP -> BVB,2024-08-01,2,75160.0,75160.0,A320,A321
VCP -> BVB,2024-09-01,5,73015.4,73639.0,A320,A321
VCP -> BVB,2024-10-01,3,73421.0,72667.0,A320,A321
VCP -> BVB,2024-11-01,7,71929.57142857143,73983.0,A320,Outside Normal Regimes
VCP -> BVB,2024-12-01,5,75111.0,75150.0,A320,A321
VCP -> BVB,2025-01-01,3,74609.0,74436.0,A320,A321
VCP -> BVB,2025-02-01,4,75692.75,75522.5,A320,A321
VCP -> BVB,2025-03-01,2,74842.5,74842.5,A320,A321
VCP -> BVB,2025-04-01,1,82516.0,82516.0,A321,A321
VCP -> BVH,2025-03-01,5,56276.0,56112.0,E2,Outside Normal Regimes
VCP -> BVH,2025-04-01,3,57234.0,57198.0,E2,Outside Normal Regimes
VCP -> BVH,2025-05-01,5,56925.0,56802.0,E2,Outside Normal Regimes
VCP -> BVH,2025-06-01,6,55919.5,57027.5,E2,Outside Normal Regimes
VCP -> BVH,2025-07-01,6,57011.666666666664,57097.5,E2,Outside Normal Regimes
VCP -> BVH,2025-08-01,4,56713.75,56576.0,E2,Outside Normal Regimes
VCP -> BVH,2025-09-01,6,56806.166666666664,56745.0,E2,Outside Normal Regimes
VCP -> BVH,2025-10-01,5,56979.8,56832.0,E2,Outside Normal Regimes
VCP -> BVH,2025-11-01,3,56971.666666666664,56834.0,E2,Outside Normal Regimes
VCP -> BYO,2024-01-01,3,53241.333333333336,54366.0,E2,E2
VCP -> BYO,2024-02-01,3,44891.666666666664,46859.0,E1,E1
VCP -> BYO,2024-06-01,1,45864.0,45864.0,E1,E1
VCP -> BYO,2024-08-01,3,48759.666666666664,46588.0,E1,Outside Normal Regimes
VCP -> BYO,2024-09-01,3,45325.0,45557.0,E1,E1
VCP -> BYO,2024-10-01,2,45745.0,45745.0,E1,E1
VCP -> BYO,2024-11-01,4,45118.0,45312.0,E1,E1
VCP -> BYO,2024-12-01,4,46382.25,47266.0,E1,Outside Normal Regimes
VCP -> BYO,2025-01-01,3,49484.666666666664,47654.0,E1,E2
VCP -> BYO,2025-02-01,7,46221.28571428572,46122.0,E1,E1
VCP -> BYO,2025-03-01,7,52451.71428571428,53773.0,E2,E2
VCP -> BYO,2025-04-01,7,51642.71428571428,53773.0,E2,E2
VCP -> BYO,2025-05-01,6,51621.833333333336,52785.5,E2,E2
VCP -> BYO,2025-06-01,3,48634.0,47839.0,E2,Outside Normal Regimes
VCP -> BYO,2025-07-01,4,51090.25,51819.5,E2,E2
VCP -> BYO,2025-08-01,4,51094.5,51928.5,E2,E2
VCP -> BYO,2025-09-01,4,51307.75,53287.0,E2,E2
VCP -> BYO,2025-10-01,4,53980.0,53923.5,E2,E2
VCP -> BYO,2025-11-01,3,53603.0,53948.0,E2,E2
VCP -> CAC,2024-01-01,24,40185.666666666664,44815.5,ATR,Outside Normal Regimes
VCP -> CAC,2024-02-01,30,41606.1,46425.5,E2,E1
VCP -> CAC,2024-03-01,29,46200.1724137931,46369.0,E2,E1
VCP -> CAC,2024-04-01,23,43087.65217391304,44707.0,E1,E1
VCP -> CAC,2024-05-01,25,52587.36,53825.0,E2,E2
VCP -> CAC,2024-06-01,37,49087.62162162162,53607.0,E2,Outside Normal Regimes
VCP -> CAC,2024-07-01,21,50471.857142857145,53032.0,E2,E2
VCP -> CAC,2024-08-01,41,48038.26829268293,49845.0,E2,Outside Normal Regimes
VCP -> CAC,2024-09-01,41,47361.85365853659,45293.0,E1,Outside Normal Regimes
VCP -> CAC,2024-10-01,37,49372.45945945946,47023.0,E1,E2
VCP -> CAC,2024-11-01,35,42791.0,46777.0,E2,E1
VCP -> CAC,2024-12-01,37,39246.08108108108,43722.0,E1,Outside Normal Regimes
VCP -> CAC,2025-01-01,32,40889.21875,42847.0,E1,E1
VCP -> CAC,2025-02-01,28,48783.357142857145,50872.0,E1,Outside Normal Regimes
VCP -> CAC,2025-03-01,24,47746.583333333336,45760.5,E1,Outside Normal Regimes
VCP -> CAC,2025-04-01,29,47492.0,46085.0,E1,Outside Normal Regimes
VCP -> CAC,2025-05-01,23,50620.52173913043,52367.0,E2,E2
VCP -> CAC,2025-06-01,25,46704.96,46349.0,E1,Outside Normal Regimes
VCP -> CAC,2025-07-01,27,46615.666666666664,46319.0,E1,Outside Normal Regimes
VCP -> CAC,2025-08-01,21,51375.42857142857,53247.0,E2,E2
VCP -> CAC,2025-09-01,24,50035.0,50378.0,E2,E2
VCP -> CAC,2025-10-01,32,50644.6875,52280.5,E2,E2
VCP -> CAC,2025-11-01,10,50650.2,52189.0,E2,E2
VCP -> CAW,2024-01-01,20,20835.9,20824.0,ATR,ATR
VCP -> CAW,2024-02-01,34,20466.29411764706,20310.5,ATR,ATR
VCP -> CAW,2024-03-01,24,20783.541666666668,20699.5,ATR,ATR
VCP -> CAW,2024-04-01,32,20704.53125,20735.0,ATR,ATR
VCP -> CAW,2024-05-01,24,21309.291666666668,21656.5,ATR,ATR
VCP -> CAW,2024-06-01,25,20832.96,20849.0,ATR,ATR
VCP -> CAW,2024-07-01,29,20435.55172413793,20200.0,ATR,ATR
VCP -> CAW,2024-08-01,22,20248.272727272728,20338.0,ATR,ATR
VCP -> CAW,2024-09-01,18,20239.555555555555,20154.5,ATR,ATR
VCP -> CAW,2024-10-01,24,20494.875,20116.0,ATR,ATR
VCP -> CAW,2024-11-01,18,20504.61111111111,20217.0,ATR,ATR
VCP -> CAW,2024-12-01,16,21334.0,21725.5,ATR,ATR
VCP -> CAW,2025-01-01,24,19553.0,19481.0,ATR,ATR
VCP -> CAW,2025-02-01,24,19779.666666666668,19697.5,ATR,ATR
VCP -> CAW,2025-03-01,4,19312.25,19285.0,ATR,ATR
VCP -> CFB,2024-12-01,1,19633.0,19633.0,ATR,ATR
VCP -> CGB,2024-01-01,82,66601.4756097561,69075.0,A320,A320
VCP -> CGB,2024-02-01,68,65381.55882352941,66809.5,A320,A320
VCP -> CGB,2024-03-01,80,64415.8125,66802.5,A320,A320
VCP -> CGB,2024-04-01,88,63915.46590909091,66346.5,A320,A320
VCP -> CGB,2024-05-01,104,65162.70192307692,68232.0,A320,A320
VCP -> CGB,2024-06-01,101,63410.960396039605,65823.0,A320,A320
VCP -> CGB,2024-07-01,95,64020.484210526316,66638.0,A320,A320
VCP -> CGB,2024-08-01,95,62568.85263157895,63830.0,A320,A320
VCP -> CGB,2024-09-01,84,62720.833333333336,66505.5,A320,A320
VCP -> CGB,2024-10-01,90,64042.7,66941.0,A320,A320
VCP -> CGB,2024-11-01,87,66415.93103448275,68057.0,A320,A320
VCP -> CGB,2024-12-01,95,63398.6,66777.0,A320,A320
VCP -> CGB,2025-01-01,98,68000.33673469388,69600.0,A320,A320
VCP -> CGB,2025-02-01,83,62209.843373493975,66287.0,A320,A320
VCP -> CGB,2025-03-01,94,63773.59574468085,66174.0,A320,A320
VCP -> CGB,2025-04-01,80,62837.2125,65135.5,A320,A320
VCP -> CGB,2025-05-01,108,64934.97222222222,65825.0,A320,A320
VCP -> CGB,2025-06-01,92,63282.97826086957,66627.0,A320,A320
VCP -> CGB,2025-07-01,103,62411.69902912621,65334.0,A320,A320
VCP -> CGB,2025-08-01,104,67033.47115384616,68755.0,A320,A320
VCP -> CGB,2025-09-01,120,65746.26666666666,67961.5,A320,A320
VCP -> CGB,2025-10-01,104,64868.057692307695,68299.0,A320,A320
VCP -> CGB,2025-11-01,39,64904.92307692308,69148.0,A320,A320
VCP -> CGH,2024-01-01,6,36867.833333333336,35210.5,E1,Outside Normal Regimes
VCP -> CGH,2024-02-01,3,39607.666666666664,35583.0,E1,Outside Normal Regimes
VCP -> CGH,2024-03-01,4,39938.75,37399.0,E1,Outside Normal Regimes
VCP -> CGH,2024-05-01,2,48302.0,48302.0,A320,Outside Normal Regimes
VCP -> CGH,2024-06-01,5,40770.2,36061.0,E1,Outside Normal Regimes
VCP -> CGH,2024-07-01,5,43383.6,48688.0,A320,E1
VCP -> CGH,2024-08-01,5,37212.2,34270.0,E1,Outside Normal Regimes
VCP -> CGH,2024-09-01,3,48365.666666666664,48486.0,A320,Outside Normal Regimes
VCP -> CGH,2024-10-01,2,42090.5,42090.5,A320,E1
VCP -> CGH,2024-11-01,3,43631.666666666664,40738.0,E2,E1
VCP -> CGH,2025-01-01,5,45115.8,48550.0,A320,E1
VCP -> CGH,2025-02-01,11,41008.72727272727,39631.0,A320,E1
VCP -> CGH,2025-03-01,3,39247.333333333336,35061.0,E1,Outside Normal Regimes
VCP -> CGH,2025-04-01,3,41265.333333333336,40845.0,A320,E1
VCP -> CGH,2025-05-01,4,32313.25,36712.5,E2,Outside Normal Regimes
VCP -> CGH,2025-06-01,5,37490.2,35670.0,E1,Outside Normal Regimes
VCP -> CGH,2025-07-01,4,38553.25,36186.0,E1,Outside Normal Regimes
VCP -> CGH,2025-08-01,5,36556.0,34802.0,E1,Outside Normal Regimes
VCP -> CGH,2025-09-01,5,37911.2,34460.0,E1,Outside Normal Regimes
VCP -> CGH,2025-10-01,3,39228.333333333336,34135.0,E1,Outside Normal Regimes
VCP -> CGH,2025-11-01,2,41110.0,41110.0,E2,E1
VCP -> CGR,2024-01-01,36,55536.25,55001.5,E2,Outside Normal Regimes
VCP -> CGR,2024-02-01,45,52886.57777777778,53810.0,E2,E2
VCP -> CGR,2024-03-01,49,57397.93877551021,54702.0,E2,Outside Normal Regimes
VCP -> CGR,2024-04-01,47,57026.31914893617,54761.0,E2,Outside Normal Regimes
VCP -> CGR,2024-05-01,61,53017.39344262295,54227.0,E2,E2
VCP -> CGR,2024-06-01,74,61648.81081081081,65530.0,A320,A320
VCP -> CGR,2024-07-01,66,52072.34848484849,54240.0,E2,E2
VCP -> CGR,2024-08-01,91,58959.91208791209,60629.0,A320,Outside Normal Regimes
VCP -> CGR,2024-09-01,71,59215.81690140845,63342.0,A320,Outside Normal Regimes
VCP -> CGR,2024-10-01,56,55542.94642857143,54630.0,E2,Outside Normal Regimes
VCP -> CGR,2024-11-01,61,60015.08196721312,66018.0,A320,Outside Normal Regimes
VCP -> CGR,2024-12-01,69,52669.44927536232,51916.0,E1,E2
VCP -> CGR,2025-01-01,69,53337.942028985504,54190.0,E2,E2
VCP -> CGR,2025-02-01,66,59992.181818181816,65239.5,A320,Outside Normal Regimes
VCP -> CGR,2025-03-01,61,55237.27868852459,54683.0,E1,Outside Normal Regimes
VCP -> CGR,2025-04-01,62,54946.08064516129,54454.5,E2,E2
VCP -> CGR,2025-05-01,70,58315.37142857143,54937.5,E2,Outside Normal Regimes
VCP -> CGR,2025-06-01,69,57893.608695652176,61612.0,A320,Outside Normal Regimes
VCP -> CGR,2025-07-01,67,56974.80597014925,54948.0,A320,Outside Normal Regimes
VCP -> CGR,2025-08-01,53,54431.377358490565,54096.0,E1,E2
VCP -> CGR,2025-09-01,68,56886.89705882353,54641.0,E2,Outside Normal Regimes
VCP -> CGR,2025-10-01,54,55960.87037037037,54950.0,E2,Outside Normal Regimes
VCP -> CGR,2025-11-01,20,58596.95,54930.5,E2,Outside Normal Regimes
VCP -> CLV,2024-07-01,7,46741.857142857145,44720.0,E1,Outside Normal Regimes
VCP -> CLV,2024-08-01,2,41540.0,41540.0,E1,E1
VCP -> CMG,2024-01-01,8,46717.0,46517.5,E1,Outside Normal Regimes
VCP -> CMG,2024-02-01,8,46884.0,47112.0,E1,Outside Normal Regimes
VCP -> CMG,2024-03-01,6,46323.0,46757.0,E1,Outside Normal Regimes
VCP -> CMG,2024-04-01,13,46167.38461538462,46111.0,E1,E1
VCP -> CMG,2024-05-01,10,45713.0,45460.5,E1,E1
VCP -> CMG,2024-06-01,11,46271.72727272727,46693.0,E1,E1
VCP -> CMG,2024-07-01,21,45108.71428571428,45411.0,E1,E1
VCP -> CMG,2024-08-01,7,45782.0,45424.0,E1,E1
VCP -> CMG,2024-09-01,7,46874.28571428572,46850.0,E1,Outside Normal Regimes
VCP -> CMG,2024-10-01,10,45994.2,45562.0,E1,E1
VCP -> CMG,2024-11-01,7,44659.42857142857,44755.0,E1,E1
VCP -> CMG,2024-12-01,8,45462.625,45367.0,E1,E1
VCP -> CMG,2025-01-01,8,45359.875,45370.0,E1,E1
VCP -> CMG,2025-02-01,6,49104.833333333336,48550.5,E1,Outside Normal Regimes
VCP -> CMG,2025-03-01,7,52499.0,55290.0,E2,E2
VCP -> CMG,2025-04-01,9,49969.77777777778,51632.0,E2,E2
VCP -> CMG,2025-05-01,8,53442.125,54940.0,E2,E2
VCP -> CMG,2025-06-01,7,52834.142857142855,52834.0,E2,E2
VCP -> CMG,2025-07-01,7,54541.857142857145,55077.0,E2,E2
VCP -> CMG,2025-08-01,4,54555.75,54940.5,E2,E2
VCP -> CMG,2025-09-01,5,54507.4,54895.0,E2,E2
VCP -> CMG,2025-10-01,1,53834.0,53834.0,E2,E2
VCP -> CNF,2024-01-01,115,56093.4,54355.0,A320,Outside Normal Regimes
VCP -> CNF,2024-02-01,106,53819.8679245283,55246.0,A320,E2
VCP -> CNF,2024-03-01,143,53056.230769230766,54602.0,A320,E2
VCP -> CNF,2024-04-01,148,52363.00675675676,53463.0,A320,E2
VCP -> CNF,2024-05-01,170,54239.82352941176,53554.0,A320,E2
VCP -> CNF,2024-06-01,188,53569.824468085106,53173.0,A320,E2
VCP -> CNF,2024-07-01,173,53054.64739884393,53820.0,A320,E2
VCP -> CNF,2024-08-01,164,52877.54878048781,53552.0,E2,E2
VCP -> CNF,2024-09-01,164,52526.170731707316,52857.5,A320,E2
VCP -> CNF,2024-10-01,166,55739.180722891564,54184.0,A320,Outside Normal Regimes
VCP -> CNF,2024-11-01,167,53718.36526946108,53722.0,A320,E2
VCP -> CNF,2024-12-01,157,54244.55414012739,53608.0,A320,E2
VCP -> CNF,2025-01-01,166,53487.43373493976,53287.5,A320,E2
VCP -> CNF,2025-02-01,153,54797.25490196078,58201.0,A320,E2
VCP -> CNF,2025-03-01,115,54049.217391304344,53166.0,E2,E2
VCP -> CNF,2025-04-01,127,52304.149606299216,52621.0,E2,E2
VCP -> CNF,2025-05-01,101,51809.10891089109,52417.0,E2,E2
VCP -> CNF,2025-06-01,131,55202.8320610687,53017.0,E2,Outside Normal Regimes
VCP -> CNF,2025-07-01,134,51818.5447761194,51860.0,E2,E2
VCP -> CNF,2025-08-01,120,53719.48333333333,52612.0,E2,E2
VCP -> CNF,2025-09-01,93,49800.8064516129,51546.0,E2,E2
VCP -> CNF,2025-10-01,108,53332.2037037037,52601.5,E2,E2
VCP -> CNF,2025-11-01,32,50086.625,50447.0,E2,E2
VCP -> CWB,2024-01-01,116,44102.51724137931,44862.5,E1,E1
VCP -> CWB,2024-02-01,89,43726.79775280899,44524.0,E1,E1
VCP -> CWB,2024-03-01,87,47242.3908045977,45189.0,E1,Outside Normal Regimes
VCP -> CWB,2024-04-01,133,44254.35338345865,44570.0,E1,E1
VCP -> CWB,2024-05-01,139,46669.74100719424,45036.0,E1,Outside Normal Regimes
VCP -> CWB,2024-06-01,142,45071.119718309856,44678.0,E1,E1
VCP -> CWB,2024-07-01,133,45118.65413533834,44835.0,E1,E1
VCP -> CWB,2024-08-01,139,44469.38129496403,44998.0,E1,E1
VCP -> CWB,2024-09-01,160,44496.775,44662.0,E1,E1
VCP -> CWB,2024-10-01,138,44329.04347826087,44593.5,E1,E1
VCP -> CWB,2024-11-01,130,43688.33076923077,44675.5,E1,E1
VCP -> CWB,2024-12-01,127,44787.055118110235,44552.0,E1,E1
VCP -> CWB,2025-01-01,130,43734.592307692306,44300.0,E1,E1
VCP -> CWB,2025-02-01,142,44175.82394366197,44314.0,E1,E1
VCP -> CWB,2025-03-01,94,46109.63829787234,50612.5,E2,E1
VCP -> CWB,2025-04-01,80,45338.8375,50379.0,E2,E1
VCP -> CWB,2025-05-01,71,48956.67605633803,51288.0,E2,Outside Normal Regimes
VCP -> CWB,2025-06-01,82,47435.34146341463,48997.5,E2,Outside Normal Regimes
VCP -> CWB,2025-07-01,65,50359.584615384614,52307.0,E2,E2
VCP -> CWB,2025-08-01,64,51095.03125,52240.0,E2,E2
VCP -> CWB,2025-09-01,69,50040.57971014493,51874.0,E2,E2
VCP -> CWB,2025-10-01,78,48910.833333333336,51195.5,E2,Outside Normal Regimes
VCP -> CWB,2025-11-01,24,48650.666666666664,51671.0,E2,Outside Normal Regimes
VCP -> CXJ,2024-01-01,13,66575.53846153847,66904.0,A320,A320
VCP -> CXJ,2024-02-01,13,64201.46153846154,65270.0,A320,A320
VCP -> CXJ,2024-03-01,13,66030.69230769231,66546.0,A320,A320
VCP -> CXJ,2024-04-01,14,58697.78571428572,64314.0,A320,Outside Normal Regimes
VCP -> CXJ,2024-05-01,24,66202.08333333333,68246.0,A320,A320
