Route,ActiveMonths,TotalFlights,AvgFlightsPerMonth,StdFlightsPerMonth,CoeffVarFlights,PeakMonth,PeakFlights,TroughMonth,TroughFlights,PeakMinusTrough,PeakToTroughRatio,SeasonalityIndex,PeakMonthAvgTOW_kg,TroughMonthAvgTOW_kg,PeakMonthTowRegime,TroughMonthTowRegime,PeakMonthRegimeRank,TroughMonthRegimeRank,MaxRegimeRankShift,MinRegimeRankShift,MaxAvgTOW_kg,MinAvgTOW_kg,DeltaAvgTOW_kg,VolatilityScore
REC -> BSB,23,1330,57.82608695652174,11.354570709297581,0.19635723782995818,2025-07-01,76,2025-11-01,23,53,3.3043478260869565,0.14351095129127167,69963.42105263157,68936.17391304347,A320,A320,3,3,0.0,0.0,70211.69767441861,66744.76363636364,3466.9340380549693,10.283390199564534
CAW -> VCP,15,339,22.6,7.078606265831338,0.3132126666297052,2024-02-01,34,2025-03-01,3,31,11.333333333333334,0.22182890855457227,19236.470588235294,19251.0,ATR,ATR,0,0,0.0,0.0,20748.36,18561.24,2187.119999999999,10.165065173070772
NSR -> REC,15,95,6.333333333333333,3.8930136855083823,0.6146863713960604,2024-12-01,14,2024-05-01,1,13,14.0,0.5403508771929824,19345.785714285714,21594.0,ATR,ATR,0,0,0.0,0.0,21594.0,18595.7,2998.2999999999993,10.115888354444852
BEL -> REC,23,1144,49.73913043478261,10.254235143309867,0.2061603219371739,2024-06-01,66,2025-11-01,18,48,3.6666666666666665,0.16061112800243235,63961.681818181816,64745.72222222222,A320,A320,3,3,0.0,-1.0,66606.69491525424,58435.96666666667,8170.728248587569,10.059890456261318
VCP -> NAT,23,628,27.304347826086957,7.141031362660107,0.26153458812290203,2025-01-01,45,2025-11-01,10,35,4.5,0.19731376350041546,69157.37777777777,71683.4,A320,Nearest: A320,3,3,0.0,0.0,71683.4,65344.75675675676,6338.643243243234,9.970743237708998
CAC -> VCP,23,937,40.73913043478261,9.213493843763816,0.22615833341149175,2024-08-01,60,2025-11-01,19,41,3.1578947368421053,0.18542063013317248,48002.9,49472.68421052631,Nearest: E1,E2,1,2,1.0,0.0,51117.37142857143,39723.65625,11393.71517857143,9.910570533968482
BSB -> REC,23,1320,57.391304347826086,11.243313492857732,0.19590621995130897,2025-06-01,73,2025-11-01,24,49,3.0416666666666665,0.14802371541501977,64344.41095890411,64728.458333333336,A320,A320,3,3,0.0,0.0,65619.42307692308,61756.80327868852,3862.6197982345548,9.854672567065178
VCP -> CAW,15,338,22.533333333333335,6.897986823865512,0.3061236756153334,2024-02-01,34,2025-03-01,4,30,8.5,0.22011834319526627,20466.29411764706,19312.25,ATR,ATR,0,0,0.0,0.0,21334.0,19312.25,2021.75,9.768503465314053
VCP -> MVD,6,24,4.0,3.6514837167011076,0.9128709291752769,2025-07-01,12,2025-08-01,1,11,12.0,0.6666666666666666,54309.75,50764.0,E2,E2,2,2,0.0,0.0,58206.0,50764.0,7442.0,9.745630530958064
CMG -> VCP,10,109,10.9,5.647123161398199,0.5180846937062568,2025-03-01,17,2024-01-01,1,16,17.0,0.434862385321101,50069.82352941176,42612.0,E2,E1,2,1,0.0,-1.0,53435.0,42612.0,10823.0,9.740987722335351
PVH -> CNF,23,499,21.695652173913043,6.590076746987923,0.30375103242629703,2025-01-01,29,2025-11-01,3,26,9.666666666666666,0.23595016119194911,69181.24137931035,70182.0,A320,A320,3,3,0.0,0.0,70862.40909090909,66439.38461538461,4423.0244755244785,9.625386634763592
SMT -> CNF,9,149,16.555555555555557,6.76775214792936,0.4087903981970754,2025-02-01,23,2025-08-01,1,22,23.0,0.331096196868009,47784.52173913043,46053.0,Nearest: E1,E1,1,1,0.0,-1.0,53064.454545454544,46053.0,7011.454545454544,9.607376711049342
REC -> BEL,23,1154,50.17391304347826,9.725145238271871,0.19382871792049658,2025-02-01,68,2025-11-01,19,49,3.5789473684210527,0.1387988847863763,62408.25,69365.1052631579,A320,A320,3,3,0.0,0.0,70681.95454545454,62408.25,8273.704545454544,9.567964940505899
VCP -> IOS,23,510,22.17391304347826,6.2041513024541,0.2797950587381261,2024-12-01,37,2025-11-01,7,30,5.285714285714286,0.191304347826087,60293.40540540541,60596.0,Nearest: A320,Nearest: A320,3,3,0.0,-1.0,66065.22727272728,53763.11111111111,12302.11616161617,9.557240459941715
VCP -> PMG,23,245,10.652173913043478,4.238628732853544,0.3979120851250266,2024-01-01,21,2025-11-01,2,19,10.5,0.31446317657497774,36371.857142857145,46262.5,Nearest: E1,E1,1,1,1.0,-1.0,54263.333333333336,24026.285714285714,30237.047619047622,9.548769449280178
REC -> CWB,7,35,5.0,4.174754056057845,0.8349508112115689,2025-01-01,11,2025-04-01,1,10,11.0,0.8,65141.90909090909,54728.0,A320,E2,3,2,1.0,0.0,69709.33333333333,53620.0,16089.333333333328,9.461730961653233
CNF -> IOS,23,300,13.043478260869565,4.929752272368128,0.37794767421488984,2024-11-01,23,2025-11-01,4,19,5.75,0.3237681159420289,49675.913043478264,27367.0,E2,Nearest: ATR,2,0,1.0,-1.0,58064.0,25753.666666666668,32310.333333333332,9.402097295849607
CKS -> CNF,23,648,28.17391304347826,7.855500282483014,0.27882176928566255,2025-01-01,37,2025-11-01,10,27,3.7,0.2208803005904455,64926.83783783784,62854.4,A320,A320,3,3,0.0,-1.0,66054.21875,55054.692307692305,10999.526442307695,9.381609587690521
CNF -> PMW,23,313,13.608695652173912,5.156162462738641,0.37888733751753595,2025-09-01,24,2024-02-01,6,18,4.0,0.3214335324350604,48668.875,52498.833333333336,Nearest: E2,E2,2,2,1.0,-1.0,65989.0,47674.6,18314.4,9.24205053068815
CNF -> IMP,23,333,14.478260869565217,5.273968600732497,0.3642681015520944,2024-09-01,22,2024-03-01,3,19,7.333333333333333,0.3078730904817862,53215.77272727273,47979.666666666664,E2,Nearest: E1,2,1,0.0,-1.0,59469.625,47455.3,12014.324999999997,9.226975245549196
CNF -> PVH,23,481,20.91304347826087,6.205979188956552,0.2967516036299391,2025-03-01,29,2025-11-01,4,25,7.25,0.22995570821657782,73182.06896551725,73136.0,A321,A321,4,4,0.0,-1.0,74019.21739130435,70768.41176470589,3250.8056265984633,9.166574114903295
VCP -> CAC,23,655,28.47826086956522,7.228383457607097,0.2538210985113942,2024-08-01,41,2025-11-01,10,31,4.1,0.20378360438101556,48038.26829268293,50650.2,Nearest: E1,E2,1,2,1.0,0.0,52587.36,39246.08108108108,13341.27891891892,9.166346638953296
CGH -> REC,23,2279,99.08695652173913,14.421942953823075,0.14554834924876295,2025-03-01,116,2025-11-01,51,65,2.2745098039215685,0.10775130205849248,65207.25,64081.64705882353,A320,A320,3,3,0.0,0.0,68071.45454545454,64081.64705882353,3989.8074866310126,9.073021011513577
VCP -> AJU,23,474,20.608695652173914,5.7915915844684225,0.2810265958708306,2025-01-01,36,2025-11-01,9,27,4.0,0.19611080535681524,54873.0,55928.22222222222,E2,Nearest: E2,2,2,1.0,0.0,67886.36842105263,54873.0,13013.368421052626,9.000023752076602
IOS -> CNF,23,747,32.47826086956522,7.911848930380588,0.24360445167169145,2024-07-01,45,2025-11-01,14,31,3.2142857142857144,0.1910249694429893,49062.35555555556,44921.642857142855,Nearest: E2,E1,2,1,1.0,0.0,54208.41176470588,44123.724137931036,10084.687626774845,8.975396637788428
CNF -> VDC,23,433,18.82608695652174,5.902484177928767,0.31352687319252115,2025-07-01,30,2025-11-01,8,22,3.75,0.25363992368711713,35808.9,34175.125,Nearest: E1,Nearest: E1,1,1,1.0,-1.0,51507.53846153846,22129.384615384617,29378.153846153844,8.930845524737965
BEL -> VCP,23,1640,71.30434782608695,11.183974492291835,0.15684842275775135,2024-07-01,84,2025-11-01,26,58,3.230769230769231,0.09846235418875927,75348.16666666667,70842.03846153847,A321,A320,4,3,1.0,0.0,75348.16666666667,68783.5375,6564.629166666666,8.843119338694159
REC -> FLN,6,33,5.5,4.112987559751022,0.7478159199547313,2025-07-01,12,2025-06-01,1,11,12.0,0.6666666666666667,58458.0,58349.0,Nearest: E2,Nearest: E2,2,2,1.0,0.0,61993.4,56969.5,5023.9000000000015,8.746166892993143
VCP -> ROO,23,227,9.869565217391305,4.07862239984646,0.4132524898522845,2024-10-01,18,2024-03-01,3,15,6.0,0.3562535912660409,35575.666666666664,44615.666666666664,Nearest: E1,E1,1,1,1.0,0.0,54688.142857142855,35575.666666666664,19112.47619047619,8.689776325650175
CWB -> REC,7,37,5.285714285714286,3.9897828696482693,0.7548237861496726,2025-01-01,11,2024-02-01,1,10,11.0,0.7104247104247106,62540.818181818184,65684.0,A320,A320,3,3,0.0,-1.0,69596.25,53565.0,16031.25,8.682781376585757
VCP -> PNZ,23,404,17.565217391304348,5.670872081975781,0.32284667793426475,2024-07-01,28,2024-11-01,8,20,3.5,0.26130004304778304,61460.607142857145,56564.375,A320,Nearest: E2,3,2,1.0,0.0,67819.48148148147,49507.666666666664,18311.81481481481,8.668497620878005
CNF -> AAX,23,282,12.26086956521739,4.162121023921503,0.33946377145459067,2024-06-01,23,2025-11-01,3,20,7.666666666666667,0.26857847671908724,21238.347826086956,19312.0,ATR,ATR,0,0,0.0,0.0,21513.1,19312.0,2201.0999999999985,8.570511785439548
PMW -> CNF,23,367,15.956521739130435,5.336325562631742,0.3344291224537604,2025-09-01,25,2024-02-01,7,18,3.5714285714285716,0.2757967065513565,47465.08,50293.28571428572,Nearest: E1,E2,1,2,1.0,-1.0,62253.0,45993.8125,16259.1875,8.38275792977274
CNF -> SMT,9,86,9.555555555555555,4.4748956812449485,0.4683030364093551,2025-02-01,17,2025-08-01,1,16,17.0,0.37726098191214474,50568.17647058824,45746.0,E2,E1,2,1,0.0,-1.0,53737.545454545456,45746.0,7991.545454545456,8.365593329164529
FLN -> REC,5,25,5.0,3.9496835316262997,0.7899367063252599,2025-01-01,11,2025-06-01,1,10,11.0,0.7200000000000001,58732.27272727273,54905.0,Nearest: E2,E2,2,2,0.0,0.0,58732.27272727273,53963.0,4769.272727272728,8.138722543413163
TJL -> VCP,15,261,17.4,5.376492040974921,0.30899379545832883,2024-03-01,26,2025-03-01,4,22,6.5,0.2513409961685824,19454.23076923077,18392.0,ATR,Nearest: ATR,0,0,0.0,0.0,20509.941176470587,18392.0,2117.9411764705874,8.07025385302552
CNF -> FLN,23,558,24.26086956521739,6.582040065038299,0.27130272669512706,2025-02-01,34,2024-03-01,12,22,2.8333333333333335,0.236091631603553,52779.705882352944,51785.5,E2,E2,2,2,1.0,0.0,60885.642857142855,50202.26666666667,10683.376190476185,8.050168080510556
JDO -> VCP,23,458,19.91304347826087,5.926455377874343,0.2976167547840827,2025-08-01,28,2025-11-01,9,19,3.111111111111111,0.25745205999620274,58427.03571428572,56162.555555555555,Nearest: E2,Nearest: E2,2,2,1.0,0.0,68435.38461538461,54792.07142857143,13643.313186813182,7.951102579808658
NVT -> CNF,8,37,4.625,3.3517719194479807,0.7247074420428067,2024-10-01,10,2024-02-01,1,9,10.0,0.6756756756756757,51619.5,55127.0,E2,E2,2,2,0.0,-1.0,56382.125,38334.0,18048.125,7.908557283076876
MAO -> REC,23,554,24.08695652173913,5.609875170883239,0.2329009547478601,2024-10-01,36,2025-11-01,9,27,4.0,0.1695181290221315,79567.52777777778,79836.77777777778,A321,A321,4,4,0.0,0.0,83803.79310344828,76473.15384615384,7330.639257294431,7.647144819617972
UDI -> REC,23,145,6.304347826086956,3.0422357712236345,0.48256153612512825,2025-09-01,12,2024-04-01,2,10,6.0,0.4227886056971514,65487.083333333336,67160.0,A320,A320,3,3,0.0,-1.0,67160.0,59001.625,8158.375,7.604951636937802
VCP -> CXJ,23,465,20.217391304347824,5.332072944958571,0.26373694136354225,2024-10-01,29,2025-11-01,7,22,4.142857142857143,0.21916783543712012,67670.4827586207,65095.857142857145,A320,A320,3,3,0.0,-1.0,68737.94736842105,58697.78571428572,10040.161654135336,7.600578243889524
RBR -> CNF,14,280,20.0,5.707138387268051,0.2853569193634026,2025-03-01,27,2025-11-01,5,22,5.4,0.21428571428571433,68363.70370370371,71035.8,A320,Nearest: A320,3,3,0.0,0.0,71773.65384615384,65399.42857142857,6374.225274725271,7.546614036866927
VCP -> TJL,15,257,17.133333333333333,5.200854630624556,0.3035518266901492,2024-03-01,24,2025-03-01,4,20,6.0,0.2562905317769131,20762.291666666668,19623.25,ATR,ATR,0,0,0.0,0.0,21619.045454545456,19623.25,1995.7954545454559,7.5382816734590445
IGU -> CNF,23,94,4.086956521739131,2.124659430064455,0.5198634775689623,2024-01-01,11,2024-02-01,1,10,11.0,0.30989824236817765,57654.90909090909,69206.0,Nearest: E2,A320,2,3,1.0,-1.0,69206.0,41982.5,27223.5,7.486358035879553
REC -> UDI,23,142,6.173913043478261,2.7921033666090995,0.45224209459161474,2025-09-01,13,2024-04-01,2,11,6.5,0.38395590936925905,72025.61538461539,68600.0,Nearest: A320,A320,3,3,0.0,0.0,72025.61538461539,64517.5,7508.11538461539,7.4438567273962954
REC -> VIX,23,523,22.73913043478261,5.366704043203295,0.236011841288099,2025-07-01,33,2024-02-01,8,25,4.125,0.16127691412419987,66439.24242424243,68634.625,A320,A320,3,3,0.0,0.0,68878.48,64390.916666666664,4487.563333333332,7.388930908133648
CNF -> MAB,23,420,18.26086956521739,5.26033055089943,0.2880657206444926,2025-06-01,25,2024-01-01,7,18,3.5714285714285716,0.23975155279503108,69885.76,57038.0,A320,Nearest: E2,3,2,1.0,0.0,70820.52173913043,54267.0,16553.521739130432,7.38506019799674
ROO -> VCP,23,356,15.478260869565217,4.651970739163567,0.3005486713504552,2025-10-01,24,2024-04-01,7,17,3.4285714285714284,0.25427454811919886,47874.791666666664,48092.28571428572,Nearest: E1,Nearest: E1,1,1,1.0,0.0,51096.5,34417.94736842105,16678.552631578947,7.283654430140985
VCP -> JDO,22,396,18.0,5.090097337879788,0.28278318543776604,2025-08-01,26,2025-11-01,8,18,3.25,0.24242424242424243,59451.11538461538,57619.5,Nearest: E2,Nearest: E2,2,2,1.0,0.0,67426.1,54054.117647058825,13371.98235294118,7.179212282775097
THE -> VCP,23,499,21.695652173913043,5.303278580755868,0.2444396941029759,2024-07-01,28,2025-11-01,6,22,4.666666666666667,0.17617844384421016,67720.67857142857,66181.16666666667,A320,A320,3,3,0.0,0.0,68402.47619047618,60416.6,7985.876190476185,7.12519605241102
CXJ -> VCP,23,464,20.17391304347826,5.205784190294179,0.2580453370188925,2024-09-01,27,2025-11-01,7,20,3.857142857142857,0.21008245877061466,62346.25925925926,64456.142857142855,A320,A320,3,3,0.0,-1.0,67042.31578947368,55465.357142857145,11576.958646616535,7.087996108595864
VIX -> REC,23,538,23.391304347826086,5.362828021262035,0.22926588194986397,2025-07-01,32,2025-11-01,8,24,4.0,0.17375141425569746,63893.15625,64489.375,A320,A320,3,3,0.0,0.0,67828.875,63893.15625,3935.71875,7.064412619779906
VCP -> SLZ,23,494,21.47826086956522,5.315028448673434,0.24746083870341898,2025-08-01,29,2025-11-01,8,21,3.625,0.1894032740714663,70079.89655172414,66114.25,A320,A320,3,3,0.0,0.0,71070.90476190476,65654.77272727272,5416.132034632043,7.03601829368165
PNZ -> VCP,22,315,14.318181818181818,4.0043880889521875,0.27967154906967656,2024-07-01,24,2025-11-01,5,19,4.8,0.21269841269841272,64145.625,48352.0,A320,Nearest: E1,3,1,1.0,-1.0,64557.77777777778,48352.0,16205.777777777781,7.016595216733464
SLZ -> VCP,23,493,21.434782608695652,5.1400058108284,0.2397974313368219,2025-08-01,29,2025-11-01,7,22,4.142857142857143,0.1844959873004674,68009.75862068965,61872.42857142857,A320,A320,3,3,0.0,0.0,70686.91666666667,61872.42857142857,8814.488095238099,6.976299658938411
VCP -> GRU,20,81,4.05,2.1324868112136124,0.5265399533860772,2025-05-01,10,2024-01-01,1,9,10.0,0.4098765432098765,46195.5,48070.0,E1,Nearest: E1,1,1,1.0,-1.0,53821.6,27360.5,26461.1,6.960941241120147
JJG -> VCP,15,307,20.466666666666665,5.17515431868676,0.25285770286743126,2025-01-01,29,2025-03-01,6,23,4.833333333333333,0.17763300760043435,23440.03448275862,24378.833333333332,Nearest: ATR,Nearest: ATR,0,0,1.0,0.0,42516.416666666664,20638.695652173912,21877.721014492752,6.948679662631236
PMG -> VCP,23,262,11.391304347826088,3.435608046111028,0.30159917962043375,2024-01-01,20,2025-11-01,3,17,6.666666666666667,0.22203783604381014,34474.45,44453.0,Nearest: E1,E1,1,1,1.0,-1.0,50635.0,23635.85714285714,26999.14285714286,6.929114370607413
VCP -> GEL,11,107,9.727272727272727,3.839765833080523,0.3947422819054744,2025-01-01,16,2025-03-01,2,14,8.0,0.3109600679694138,22134.125,22205.0,ATR,ATR,0,0,0.0,0.0,22814.85714285714,22134.125,680.7321428571413,6.915462756779075
SLZ -> REC,23,903,39.26086956521739,6.8665375826752095,0.1748951986727905,2025-09-01,52,2025-11-01,19,33,2.736842105263158,0.13154220232076652,63854.13461538462,62343.78947368421,A320,A320,3,3,0.0,-1.0,65342.90909090909,56647.46153846154,8695.44755244755,6.838797126384483
PHB -> CNF,15,93,6.2,2.68824602048746,0.4335880678205581,2024-07-01,14,2025-03-01,2,12,7.0,0.31397849462365596,56819.92857142857,63747.0,Nearest: E2,A320,2,3,0.0,-1.0,69325.0,56819.92857142857,12505.071428571428,6.8239975325504565
VCP -> PGZ,15,196,13.066666666666666,4.654269246855216,0.3561940750144298,2024-07-01,20,2024-09-01,7,13,2.857142857142857,0.3224489795918367,20082.85,19802.285714285714,ATR,ATR,0,0,0.0,0.0,21177.166666666668,18637.571428571428,2539.5952380952403,6.785091759753097
EEA -> VCP,15,221,14.733333333333333,4.343065993307288,0.2947782348398612,2025-02-01,21,2025-03-01,3,18,7.0,0.22503770739064857,19420.52380952381,19527.0,ATR,ATR,0,0,0.0,0.0,21106.0,19373.473684210527,1732.5263157894733,6.756794353033077
VCP -> PFB,23,509,22.130434782608695,4.794057443073229,0.2166273500799298,2024-06-01,31,2025-11-01,6,25,5.166666666666667,0.14760399760826856,65382.51612903226,65277.166666666664,A320,A320,3,3,0.0,-1.0,68123.65384615384,57968.35294117647,10155.300904977375,6.752719374111314
MDZ -> VCP,4,27,6.75,4.322904116447646,0.6404302394737252,2025-07-01,12,2024-05-01,2,10,6.0,0.6296296296296297,70243.83333333333,63113.0,A320,A320,3,3,0.0,0.0,70243.83333333333,63113.0,7130.8333333333285,6.748441350698165
VCP -> EEA,15,225,15.0,4.366539438350084,0.2911026292233389,2025-02-01,21,2025-03-01,3,18,7.0,0.21333333333333337,20520.904761904763,19976.0,ATR,ATR,0,0,0.0,0.0,22038.928571428572,19976.0,2062.9285714285725,6.694598462642963
VCP -> JJG,15,300,20.0,5.059644256269407,0.25298221281347033,2025-01-01,27,2025-03-01,6,21,4.5,0.18,23538.48148148148,24454.166666666668,Nearest: ATR,Nearest: ATR,0,0,1.0,0.0,43171.38461538462,21771.47619047619,21399.908424908426,6.616310798281671
MAB -> CNF,23,471,20.47826086956522,5.046475870798925,0.2464308811642787,2024-08-01,27,2025-11-01,8,19,3.375,0.1923751500046156,54634.59259259259,65102.5,E2,A320,2,3,1.0,0.0,66739.6,52414.25,14325.350000000006,6.613625539667002
REC -> SLZ,23,896,38.95652173913044,6.66253810410551,0.1710249736544941,2025-09-01,50,2025-11-01,18,32,2.7777777777777777,0.12402950310559006,67745.46,67013.88888888889,A320,A320,3,3,0.0,-1.0,69630.0,58005.64864864865,11624.351351351354,6.5778373542553785
VCP -> THE,23,506,22.0,5.0216920758194465,0.22825873071906574,2024-12-01,30,2024-05-01,9,21,3.3333333333333335,0.16205533596837945,70438.6,69813.0,A320,A320,3,3,0.0,0.0,70963.66666666667,65942.90476190476,5020.761904761908,6.5151029295166545
JJD -> CNF,11,90,8.181818181818182,3.5372866287897673,0.4323350324076382,2024-01-01,13,2025-08-01,2,11,6.5,0.3979797979797979,59294.07692307692,55065.0,Nearest: E2,E2,2,2,1.0,0.0,65709.72727272728,54292.7,11417.027272727282,6.468090259314549
CNF -> GNM,23,491,21.347826086956523,4.922077112377359,0.230565730315029,2025-07-01,29,2025-11-01,9,20,3.2222222222222223,0.18259098556628,21545.0,20885.11111111111,ATR,ATR,0,0,0.0,0.0,22345.0,20637.869565217392,1707.130434782608,6.391383385885222
PMW -> VCP,23,471,20.47826086956522,4.726148953635197,0.2307885900925892,2025-09-01,28,2025-11-01,8,20,3.5,0.18812886550355398,65038.03571428572,61293.375,A320,A320,3,3,0.0,-2.0,66335.93333333333,47082.52173913043,19253.411594202902,6.354728539611779
REC -> REC,20,47,2.35,1.5580436450882884,0.6629972957822503,2025-02-01,7,2024-01-01,1,6,7.0,0.5191489361702127,20331.85714285714,22996.0,ATR,Nearest: ATR,0,0,4.0,0.0,77271.0,19203.5,58067.5,6.286850090040079
CNF -> CUR,21,194,9.238095238095237,3.0535656270250278,0.3305406091109566,2025-01-01,18,2024-08-01,5,13,3.6,0.24300441826215022,76124.88888888889,74318.8,A321,A321,4,4,0.0,-1.0,77885.16666666667,71843.85714285714,6041.309523809527,6.284261292100812
VCP -> PMW,23,443,19.26086956521739,4.532178584534948,0.23530498294425237,2025-07-01,27,2025-11-01,8,19,3.375,0.1923643144567671,67249.51851851853,66853.75,A320,A320,3,3,0.0,-1.0,71210.5,49482.333333333336,21728.166666666664,6.252308289820947
PGZ -> VCP,15,195,13.0,4.442221666388715,0.34170935895297805,2024-03-01,19,2024-09-01,7,12,2.7142857142857144,0.3076923076923077,19872.684210526317,18750.14285714286,ATR,Nearest: ATR,0,0,0.0,0.0,19948.090909090908,17838.428571428572,2109.6623376623356,6.247788467189942
CNF -> UBA,23,549,23.869565217391305,5.024326455625988,0.21049090797704503,2024-07-01,33,2025-11-01,11,22,3.0,0.15965787598004277,21400.878787878788,23765.454545454544,ATR,Nearest: ATR,0,0,0.0,0.0,23765.454545454544,20699.130434782608,3066.324110671936,6.229718409714437
VCP -> CGH,21,88,4.190476190476191,1.9178124348192636,0.4576597855818697,2025-02-01,11,2024-05-01,2,9,5.5,0.3246753246753246,41008.72727272727,48302.0,E1,Nearest: E1,1,1,0.0,-1.0,48365.666666666664,32313.25,16052.416666666664,6.1628050755797785
GPB -> VCP,15,190,12.666666666666666,3.960920207336786,0.31270422689500943,2024-07-01,17,2025-03-01,3,14,5.666666666666667,0.27017543859649124,20035.352941176472,18772.333333333332,ATR,Nearest: ATR,0,0,0.0,0.0,20753.909090909092,18772.333333333332,1981.5757575757598,6.145328406042142
VCP -> GPB,15,188,12.533333333333333,3.913509365717112,0.31224808769019513,2024-07-01,17,2025-03-01,3,14,5.666666666666667,0.26312056737588657,21304.70588235294,19355.0,ATR,ATR,0,0,0.0,0.0,22167.6,19355.0,2812.5999999999985,6.124065988380315
BYO -> VCP,23,253,11.0,2.919201796799047,0.26538198152718606,2024-07-01,21,2025-11-01,4,17,5.25,0.15810276679841898,43440.71428571428,50200.5,E1,E2,1,2,1.0,0.0,50810.4,42630.545454545456,8179.854545454546,6.058939753447059
PLU -> VCP,21,62,2.9523809523809526,1.6176464525202883,0.5479125081117106,2024-10-01,8,2024-02-01,1,7,8.0,0.37634408602150543,23877.25,16210.0,Nearest: ATR,Nearest: ATR,0,0,1.0,0.0,44266.0,16121.0,28145.0,6.0060548053850855
GNM -> CNF,23,491,21.347826086956523,4.621393500103376,0.21648075458732716,2025-07-01,30,2025-11-01,10,20,3.0,0.16222438678827591,20840.933333333334,19629.3,ATR,ATR,0,0,0.0,0.0,21676.809523809523,19629.3,2047.5095238095237,6.00094166788303
CNF -> IGU,21,49,2.3333333333333335,1.4584183648679576,0.6250364420862675,2024-07-01,7,2024-02-01,1,6,7.0,0.4625850340136054,54700.28571428572,63781.0,E2,A320,2,3,1.0,-1.0,70341.0,44048.0,26293.0,5.989386845672226
PDP -> VCP,5,26,5.2,3.0594117081556713,0.5883484054145521,2025-01-01,11,2025-02-01,2,9,5.5,0.4461538461538461,54937.818181818184,55727.5,E2,Nearest: E2,2,2,0.0,0.0,55727.5,50520.0,5207.5,5.817301093860426
SJP -> REC,23,201,8.73913043478261,3.0247873271175805,0.3461199429040017,2025-04-01,13,2024-02-01,3,10,4.333333333333333,0.29980532121998693,66287.69230769231,66322.33333333333,A320,A320,3,3,0.0,0.0,67101.375,62304.0,4797.375,5.810044245911767
REC -> SJP,23,202,8.782608695652174,2.9775467249154666,0.339027597391365,2024-10-01,13,2024-02-01,3,10,4.333333333333333,0.2974601808006888,66457.23076923077,67244.0,A320,A320,3,3,0.0,0.0,70361.6,63990.181818181816,6371.41818181819,5.696284928452673
SLZ -> CNF,23,514,22.347826086956523,4.545506100412218,0.20339813289782296,2024-06-01,30,2025-11-01,10,20,3.0,0.16020977837929284,67551.03333333334,65632.5,A320,A320,3,3,0.0,0.0,70230.95652173914,63388.59259259259,6842.363929146544,5.679844717947576
PFB -> VCP,23,494,21.47826086956522,4.261756784293164,0.19842187457235377,2024-06-01,27,2025-11-01,6,21,4.5,0.13677169512409793,61749.2962962963,63001.5,A320,A320,3,3,0.0,-1.0,65522.782608695656,55737.09523809524,9785.687370600419,5.64170050773532
CUR -> CNF,21,187,8.904761904761905,2.860315698605944,0.32121192337286003,2025-07-01,16,2024-07-01,5,11,3.2,0.24446142093200918,76136.875,76400.4,A321,A321,4,4,0.0,-1.0,78109.86666666667,71398.0,6711.866666666669,5.578588085521111
CNF -> SLZ,23,499,21.695652173913043,4.338250324614408,0.19995943379986247,2024-12-01,29,2025-11-01,9,20,3.2222222222222223,0.15491853271760914,67726.41379310345,64921.555555555555,A320,A320,3,3,0.0,0.0,71567.47619047618,63479.1875,8088.288690476184,5.55738702558589
VCP -> ASU,9,50,5.555555555555555,2.5867659392939593,0.4656178690729127,2025-06-01,10,2025-11-01,1,9,10.0,0.3511111111111111,52211.4,53800.0,E2,E2,2,2,0.0,0.0,55032.6,52211.4,2821.199999999997,5.492184818026072
VCP -> PTO,15,202,13.466666666666667,3.5938218591849482,0.26686795984046646,2024-10-01,21,2025-11-01,6,15,3.5,0.19537953795379537,21663.619047619046,21577.833333333332,ATR,ATR,0,0,0.0,0.0,22214.2,21277.7,936.5,5.491597741677121
REC -> NVT,3,14,4.666666666666667,3.299831645537222,0.7071067811865476,2025-01-01,9,2025-02-01,1,8,9.0,0.6190476190476191,60385.333333333336,65561.0,Nearest: A320,A320,3,3,0.0,0.0,65561.0,60385.333333333336,5175.666666666664,5.416100402204421
REC -> RAO,23,204,8.869565217391305,2.9971631199328845,0.3379154497963546,2025-03-01,13,2024-02-01,4,9,3.25,0.29965899403239554,70764.15384615384,68550.5,A320,A320,3,3,0.0,0.0,72074.75,66862.4,5212.350000000006,5.396181934113119
PTO -> VCP,15,203,13.533333333333333,3.6307330144506937,0.2682807646145833,2024-10-01,20,2025-11-01,6,14,3.3333333333333335,0.20426929392446636,20482.55,20790.166666666668,ATR,ATR,0,0,0.0,0.0,21170.285714285714,20171.1,999.1857142857152,5.33840705091142
OPS -> VCP,23,464,20.17391304347826,3.8181736348000257,0.18926291724224265,2025-09-01,29,2025-11-01,8,21,3.625,0.13324587706146926,64318.75862068965,63446.625,A320,A320,3,3,0.0,0.0,67263.0,62817.25,4445.75,5.327060562886446
GEL -> VCP,11,106,9.636363636363637,3.310389355642386,0.3435309708685495,2025-01-01,15,2025-03-01,4,11,3.75,0.2864493996569468,21981.266666666666,19940.75,ATR,ATR,0,0,0.0,0.0,22516.0,19940.75,2575.25,5.3240498411536015
RAO -> REC,23,199,8.652173913043478,2.8682473917340245,0.3315059799491586,2025-07-01,13,2024-03-01,4,9,3.25,0.2967008957832642,64768.46153846154,61794.25,A320,A320,3,3,0.0,0.0,66768.28571428571,59787.0,6981.28571428571,5.269271672037457
